LABEL,TEXT
1,quit satisfi  design realli come togeth
1,thing pick
0,beer order trivia night state    clipper morn glass  coffe
1,partymartytim date tonight think anyon know film watch realli freak
1,union street festiv whatev today   miss girl  much
1,contrast ladi   soon  show
1,hello repli backkkk
0,momentarili energi nausea  disappear befor work charact need fill countless form
1,tania treysongz live
0,week  tweet search iphon still updat itun canada patienc wear thin
0,borrow vacat  need someth school
1,awesom look forward tweet looooov travel
0,feel sick want call today   bueno
0,inde     tweet trend front  thank fallen soldier hero
1,back indiana    coin   rain hard
0,want   high kevin elijah  like
1,seanjohn   futur page least  page
1,thank hope great
0,back dentist mouth still
0,munchkin  ditch stuff around hous hill final movi award  eminem
1,sexi costum felin feist  costum purg know  would
0,gross ugli  help need  bodi feel   onli  friend
0,total wish hook moment
0,break  room    comfort
0,found upload wrong  twitpic last night
0,twitter phone confus
0,think  lone
0,wish
1,guess booth decid  home yeah middl night hello stupid  still watch
1,suni  know mean
1,realli jerri  mine
1,veri welcom honor work laga
0,favorit  twidroid  record twitter  show phone  idea
0,head back home morn back sunday even plan someth soon
0,miss ankl paula   tokyo hotel
1,well exhaust kind given  look juici detail sinc technic
1,definit realli good
0,yeah miss site
1,unnam heart cute movi watch
1,rememb play street  yearn sunlight cold winter  make paper boat raini
0,happen weather  lightn
0,nashvil right
0,learn   funni morn spell mistak  funni
1,spin  juiceeee moth fuck haha
1,alkalin trio  sweet save  suck great time anyway  awesom  everybodi hang
0,relax friday night moment hungri though
1,correct follow thank follow
1,despit last tweet fantast sunni
1,tomorrow
0,want
1,happi mother  good comma
0,dummi hurt
0,figur  sunday head dinner  ugli    rain much
1,lucki  twitter  design wise crack veri good
1,twitter base drunk peopl sorri drunken rambl veri  irish peopl
0,feel realli  talk parent like slave nice punish
1,want help make search easi possibl pleas  know
1,haha  rather impress
1,pack dublin good session meet hope weather nice
0,tire restless promot  view loung
1,great peopl start  starbuck rais cardboard  toast coffe good
1,rediscov favorit oldi station norman
0,morn send    make church today still feel
0,good morn twitter twitterett summer come  tire chill
0,check  follow sorri link  work  give name  block
1,world twitter
0,thank kind wishes
0,iloseweight chariti reject appl  store remov chariti   iloseweight
1,sleep earli today befor take  shower
0,dang forgot parti  afternoon sorri
1,welcom world twitter hope enjoy stay
0,back work anoth sunni     enjoy whatev   coffe
1,need redempt complet battl epilogu post
0,want  back want balanc     ballet ticket left
0,time ebay
0,potteri barn catalog alway make want home
1,blahahahhhahha  tire rememb much awesom sleep     damn  xoxonitee
1,haha nice check
0,total stress  today appar reason good sign    sleep neither
1,applebi dinner babi
1,dude sure noth   tech financ  readi  final
1,sure
0,tell prove bullshit   thing
0,mani thank left train
0,feel sick today xxxx
0,left  shower   even
1,wonder alway make good  right still hide
1,wing well petti imag photo veri good
1,palmer keep
1,mate good news wake
1,food battl like christma  like johor  premier concert  food vote video
1,found cute vintag dress ebay  someon
1,yeah stoke  near cool  anyth nice
1,look like  person addict twitter haha
0,still winter coat
1,noth beat free wifi connect nokia
0,went work experi  well  love talk school soon hope talk later
0,snap still
0,craig philip robinson stay hotel erin  want  pictur
1,sound tasti afraid admit kind
0,finish    three  wish card went  hand
1,ooooooooo happi saturday
1,mayb need posit incent finish today come visit  slovenia
0,makiin plant  freakin kiln
1,went  emperor  still open veri nice actual walk past  sami  sumo feast
0,littl
0,hairdryer alreadi  temperatur good combin  self
0,hope dont make trip hospit   fever
0,jealou onli  live canada wonder land  gordon lightfoot never
1,onli happen look random chanc time everyth
1,proper journ would agre
0,well thunderstorm forecast  well dont forget follow
1,watch twilight  long happi life
0,know right would kindli   read book
0,
1,tomorrow morn probabl pretti comformfort time
1,church hang besieg
1,wait
1,love life love
0,bore  know veri
0,believ jeremi alreadi graduat ceremoni
1,pour wine rock wall open hous next week   wait
1,monday
1,anoth mountain challeng   load  year usual
0,troubl wont  back love tonight
0,good  dinner chees pizza lunch need food  seriou camp dairi
0,bowl moment stupid titan  overtim
1,elect  actual nice today classmat  annoy  noon first  cute
1,appal late  writer screenwip  good adorn also christian  puppet disturb life
0,ever sinc last press conf    fumbl mess emot
1,real  fake  guess  trust
0,blood  hospit
1,night feel content tonight sleep come easi  work hard  rest
1,insan intens break  cool
0,like toothpast
1,woman  right  john lloyd
1,hill word street need  logo pick full creativ
0,want make chocol cover banana settl banana split instead
1,watch  onli watch half hour alreadi twilight rock
0,miley
0,poor  dunno long  soak earlier
1,fiberwig think restart sell oversea origin asia
1,good news   kitti
1,welcom    though perhap next time
1,good morn mark judo
0,bigger  score  sigh
1,yeah  today
0,need fuck perfect
1,show    australia cant wait
1,love thunderstorm love even play bubbl
1,soon william haha   look like girl paramor haha
0,didnt time  pool today
1,talk  dream
0,realiz written blog  oliv tree
0,term  hard shit sure pass   think
0,miss magic lost talk dishearten loss
0,note  stop
0,cant seem shake blue away
0,hate thursday
1,sent email time
0,would figur birthday month half   even celebr
1,depend kind video make could funni  know song
1,wish  wichita christma night enact
0,summit star trek japan  continu blue
1,settl  decid  work today
1,look back   serv   even bother face woman shallow
1,faith   tell yoooouuuuu sssssseeeeeeee
0,miss best cant appreci summer   back
0,look  hidden departur pictur want keep
0,answer text think asleep  late call tomorrow
1,kati learn count list name said  idiot school  boston tomorrow
1,welcom
1,lisa roger cartoon alltim good work
1,love
1,school week  happyyyyyyyyyyyyyy
1,follow peterfacinelli need  kick  sing singl ladi bikini
0,summer close three  midterm
1,good morn mother back hurt today sleep
0,blamedrewscanc   fall gloriou sunni   year cool offic
1,countdown weekend
0,thought   best hero petti kill good charact   thing
1,boyfriend life good
0,vacat almost
1,alway   dentist
1,true rich mean everyon around world
1,watch  releas love singapor
1,horoscop sagittariu piec
1,voodoo  loung maclaren mccann sketch  tomorrow  metro morn listen  talk artunexpect
0,heat  coma slept hour saturday worst start today
1,morn beauti alreadi gloriou sunshin wash vacuum  done fill petrol done  stuff  done
1,hero follow haha
1,joanna took sulfat quiz facebook result belong someon rhythm
1,yesterday went great parti  awesom amaz congratul taglin
1,chiller junior peopl festiv  interest
1,think  thing
1,mission   west side florenc  cancel  birmingham cant wait  life chang
1,everyth ever need  front much better
1,today mccormick wood    nice place
0,took last final school late septemb store kinda
0,heart alway feel like rock
0,sorri
1,memori tragedi
0,diner thumb french toast
0,sorri hear
1,sound awesom
1,laugh hard  call
0,soooooo  want come home
0,still receiv messag   instead pictur   send  either
1,train catania daytrip  sore bike swim walk yesterday havoc  amaz worth hassl
0,marley hardest movi ever tear
0,rememb last time  crawl  awak enough read anyth
0,gross  delet individu entri wrong week
1,nice garden bare  screen  love   done hair
0,realiz  outsid sinc  last
1,class mondayyyyyyy  weekend
0,littl   take home said
0,head must gotten bigger optimu prime helmet    like  time adjust strap
0,kick  tire today need
1,like super  hardcor acoust piano acoust guitar electr guitar
0,uuuggghhh bodi hurt especi
0,freez  scarf jean  jumper boot
0,mani error play  softwar updat
1,watch    instead revis
0,sorri  realli tweet today kind   busi  tomorrow probabl
0,sorri
0,seriou  sinc  littl girl parent sold place though
0,work blow right state mind
0,dang thought would maid honor
1,line vine  time also  histori exam math exam fuckkkkkkk
1,updat lang  good
0,invit miami  left
0,entri  inlay  remov
0,happi know  fail  exam
0,look forward thursday
0,hate
1,need know wear tomorrow
0,hate sick week half yearli
1,watch song marri avoid haha  hilari
1,forget noundiessunday
1,pleas love  bacon ranch  give birth time year
1,never  back
0,well  della tire   watch race think need   befor crash  work tomorrow morn
1,rain  area
1,site chat
1,morning home ladi today  breakfast watch mickey mous
0,shame beauti place
0,make best befor gone
0,person anyway probabl miss   come today
1,thank much  support mean alot
1,glass
0,tribut site built tribut grow popular world  sack develop though
1,rest much shop   anoth pair shoe   collect result
1,better
1,need   togeth
0,sick need stay  hate weekend
0,thank hate sunday signal  weekend
1,note wish good night
1,sleep
1,sunni outsid stay assign studi   friday
0,fuck  reason want talk   make sure wouldnt disappoint
1,ooohhh gotha
1,hang  wait show good time
0,watch david cook cooki tonight alreadi hear
0,week yesterday still doesnt   easier
1,found  machin like  find
1,tooth
1,road piano work statement
0,think everyon need   littl  tighter
1,thank love
0,read comic seen
1,anoth raini sunday watch twilight
1,good morn twin
0,alreadi realis forgotten  thing
0,josh sorri hope find
0,probabl alreadi  hand understand like imagin moon need songwrit
0,weak chocol crisi follow weightwatch need  back visitor
0,foot hurt  wore heel went   frank diari  worn heel year holi shit exhaust
1,know anyth good come place
0,children hospit orient thing know right realli want volunt
0,look like rain
0,yeah understand  away asshol brother though
1,thing interest   toast
1,movi bout  night museum  amaz  song
1,good night sweet dream  rest well
0,damn foot hurt never happen poor channel
1,heavi glad
0,want  voodoo badli
1,home night   happi page everyth wavi love
0,lunch  hunt
0,still milk
1,plain white concert
1,
0,everyth kate said feel
1,watch sing   wave skill spectacular
0,mother     sleep
0,everyon need come still cold morn
1,login life like
1,everyon matter alreadi knows understand   book ignor jerk   support
1,slowli cross    never  back
1,minut earli  roof fellowship
1,hang newtown  sarah head soon
1,back elon enjoy summer
1,next  mess
1,well fuck made night
0,cant  bobo guess  fault
0,make chicken soup like mother without recip  interest cant find match
1,time  start
1,havana never
1,static junior awesom great  team happi junior
0,beer pong game  work
0,chang number lemma know famili still scare love
1,good late morn
0,work play  later
0,good think feel like   though thankyou
0,dumb  twitter    refresh page exceed limit
0,call babi time still want birthday gift
0,tire
0,given  anger  given  depress like  supercharg
1,stop rain afternoon weather normal bring champorado
0,none  tast like shit
1,
0,know  bitch cordelia show
0,want cake  beret cake depress
1,best keep   boat check harmonis well
0,live wonderland famili call hippi veri anti  clothdiap
0,dont think   present want
1,think   ingredi make monitor  weekend time mint leaf club soda alreadi
1,happi birthday live loooov
1,love  portland husband  foot still hurt though
1,today mental health  school exhaust work irrit life overwhelm    home
0,return  zero mainten  suppos back onlin
0,wood  ever felt like  nova     live dream  feel like    model
1,smash weekend plan
0,doom
1,life
1,nice  yung pictur  heheh
1,awesom race motogp  stone fight hard
0,spring alberta either windi rain onli today
1,hilprado hope movi word
0,climb done manag fals start exhaust still
1,good idea  awesom life  know  leav school oxford  better welcom
0,snake anymor stupid
0,chemistri class
1,revis  like summer
1,ladi bitch praha  singer
1,listen  durham funni
1,cartoon lane fail  slower  lane
1,head southbound milton   blueprint tonight
1,bliss   murphi  plutonium passion  phase draft    mood
0,bout shower  readi work musicmonday keep updat twitter
1,bore annoy friend
0,goodnight tweeperzz haha time studi
1,easi design cool sexi background imag twitter homepag want display    cushion
1,babi  favorit
0,caught
0,heard  move
1,wood   millec today medal trophi  yeah
1,goodnighttt tweeter
0,conchango templat  readi test refer statu product backlog item
0,part
1,break silenc
1,thank much give  buddi hard time said miss  firefli
1,book ticket    week shore hous hampton  liter   better
0,babe   make  long term plan    forc thing sure turn
1,contrast follow
0,articl help  alreadi practic except drink alcohol
1,later game  half
1,love courtney okay
0,clean room
0,quick  everyon  twitter much today miss
1,good time picnic happi   sofia angela total rock regga grill love regga boat
1,holi crap  hous della nice
1,twitter  catch   haha work   take advantag wifi connect
0,head guess noth much
0,rest today sick leav might   scan done  summer
0,good morn  readi  back school
1,thank mean  hear
1,make  fuck twitter profil
1,twitter  well anoth  sell keyboard control guess
1,haha  follow tweet watch
0,wait specialist  late
1,would  come toronto pride sometim know  parti
0,airport  york
1,seem besid love  emot base deeper
0,want watch true blood trueblood
0,love haha   twitter
1,watch casualti
0,exactli gray  made
1,walk around greenwich park feed squirrel   fetch topless
1,total love dress taylor cute
1,minneapoli  fourth time   great band
1,sleep
1,catch later roof fritz
1,
1,home
1,river indo sure look nasti recommend swim bass lake
1,head   sleep well sunni outsid  worri without doubt best time
0,right  show  flanagan  think tune
1,good morn twitter troubl tree
0,branch opera cafe realli busi would nice  outsid rain
0,poor thing could  think much wors  still lesson outsid   anymor
1,current shop  allen shirt total normal
1,right kathi never late dream
0,asshol kati
0,account
0,poll hell yeah cool would  doug still wont repli
0,exhaust   noth achiev
1,readi shut busi   great   hope everybodi  went well twin tomorrow
1,excel thank
1,church veri enlighten heal
0,quicker   exchang mail factori reset  working grumpi user call tomorrow
1,either ilysoulm
0,littl overh problem previou laptop  graphic card
0,wish somewher  sleep hope antibiot work fast
0,mental case
1,kreesha cold though ottawa anyway edmonton
1,night  post start laugh funni
1,right think next
1,poor  still learn
0,correct wish ticket taylor swift show
1,love infin good song
1,good ladi
1,want  come back  northwest
1,earli spent time jesu  finish make perfect schedul
0,want home anyth
1,nice coupl small  beauti locat tire twist ship beer
0,project natal   publish    stun  find
1,
1,love thunderstorm
1,arch  women  sticker
0,everyth charact limit feel censor like edit colleg paper  page maximum
1,excit lazi friday night
0,grand mother   studi
1,mango cheesecak summ
0,girl  know  tweet caus profil lock
0,home   fuck internet
1,congress kimura  simmon dixon hounslow babi  born  watch  space  name
0,take test  caus teacher    depart crazi bidder
0,show come thought talkin   sorri love
1,finish avalon high amaz book
0,doctor work hope pitch  condit show without
0,home base   cooki
1,microsoft  tweet  search technolog
1,thank  glad connect
0,realli dont want  weekend
0,shop everywher
0,cell  friend stolen     channel   stole
0,final watch  kate premier break heart
1,homemad mango pineappl black bean  blue moon  sunni  park
1,woke hang friend
1,breath spaceeeee listen  shout like
0,right  humid today onli thunderstorm
0,could  skip part darn mess
1,hope good mood hold next week
0,come  kill
0,travi  food
0,could spend kind money tonight instead make want diesel cloth howev
1,amazon
1,tweet  certif gave make  pleas said pleas
0,becaus test   respond
1,love better come dinner tonight   much food
1,made night
1,beauti   babi shower today
0,hope feel better soon
1,hope kenya good
1,onli play song    short pretti good
0,damn suck earli tomorrow becaus move stuff apart
1,sure
0,twitter block  much quieter today iranelect
0,wish basebal  could figur
1,task look like freak feather     phone send pictur   soon
1,time  home last night gave mother  gift forgot talk
1,rubin cube religion
1,british right
1,morn  early clock
0,went swim friend hous caus pool  fill water  green caus rain drain
0,usual feel  closer kind
1,german  solar noch lesser
0,home bore   shine    person
1,good luck
1,kingdom come
1,absolut love alway
0,want malic beta
0,want nugget sweet sour sauc
1,shred look pretti tough help think start tomorrow
1,sound like plan
1,well winter   start till juli think yeah realli cold
1,thank  hello veri nice meet sorri burst bubbl ring   actual plagu thing
0,make mind wear
1,stick beni
0,leav jess never   leav gime  sorri
1,thank follow look forward updat
1,walk onli sold item buck hope pick want golf later need money
0,weekend   rain mean watch
1,hope niec come today
1,celebr amaz mother today
0,receiv veri last disc wire netflix today  want
1,skinni absolut perfect realli love mani kiss
1,night
0,noth bore
1,look smart network tricks found someth free text free mobil brows
1,rampag today
1,would like welcom janet gray bubbleg first  busi develop execut   sign twitter
0,would
0,hard
1,need sing truck fish summer tour
0,woke last  sleep
1,workshop today nice
1,
0,enough quiz back studi
1,certainli   thrill  neighborhood welcom anytim
1,lost founder match  well  great game either  well play girl still obsess listen
0,love talk weather   subscrib blog   figur
1,alway twist mean bout      invent
1,haha almost forgot know friction awesom  first book ever read
1,start   today sonic cool
1,doubl
1,awesom love  believ   real never fake
1,happi fabric friday flat rate ship great japanes fabric
1,thank ross roger great  ride   great compani great allianc great ride
1,known lore year  good word
1,watch lotteri draw tonight million nice  inde
1,bought bath suit today
1,think meet phone realli cool
1,great  tonight love
1,josh think first thank
1,
1,rememb  phone silent  night love
1,thank darl
0,burn
1,bomb haha  call  number  call back
1,time  bottl empti  glass
0,tragedi uttar tragedi  teddi respect mourn mozilla latest victim never clap
1,supuesto spread word
1,last exam tomorrow bring parti aberdeen
1,think assum hope tast well
0,face hurt look like  attack
0,whilst watch hollyoak need life
0,someon somewher  like slide
0,stone   want  skin  bone   perfect
0,caffein  headach
1,call polit websit stress test
0,stuck traffic   time error
0,self consciou
0,sunday mean tomorrow school
1,love show bravo addict
0,batteri shit   today stuck  station super hungri
1,agre
1,great even  think start  tomorrow  know  littl dummi
0,
0,never brother enemi port charl sorri
1,keep music  twitter stream would empti everybodi tonight
1,thank court
1,twitter space facebook unblock school
1,
0,lost dark hear laugh
1,watch bride
0,miss  hate
0,thatâ   backward wrong
1,woke
1,love host weather littl  back salon feel readi summer holiday
1,readi  collect first  glass nearli decad
1,sleeper  excit  parti
1,appl worldwid develop confer kick keynot address tomorrow   iphon
0,want   reprint room  proper bookshelf
1,goodnight
1,great
1,friend soon shop
0,proud everyon retreat typo chang
0,tell vote caus germani   love music
0,suck bare  tomorrow without
0,damn
1,made rice pasta feed anim time watch news  happen around world farm
1,place order next week even
0,sorri hear
1,mount
1,back year  test outsid vancouv  surviv hope
1,pretti   cemeteri  lunch
1,love drive school darwin home
0,right  work could last word hope chanc
1,pineappl cool whip beaver nugget onli texa
0,thank  later stupid laptop wont
1,play super mario brother cheer
1,shmoopi
0,epic  even yesterday unfortun mandatori headach kick vengeanc today
1,babi        titl peopl
0,know sinc start   look circumcis premis look scar disfigur poor hobbi
1,yeah scream cest
1,team level differ chang
1,lmfaooo would much  tell move someon doubt
1,serious love myspac love
1,good morn good morn late  goodnight  sing rain singsongi mood
1,pepper galleri love
0,comput
1,restaur talk tonight
1,glad
0,watch mass fulli book shoulder  today
0,chuck seed   hello couch
0,blaze
0,bore abbey play peek    want play reject year
0,want work today
0,mostli mine  stealer
0,twitter still  upload pictureee
0,dooougiecpleas tell     much
0,favorit nail polish
1,thank    shine spot london lunch life goodlier
1,noth love  keep smile
1,florida like  psych pack right
0,work  good week
1,watch smurf  childish keep creativ
0,excedrin migrain next time trust  time feel pain
1,good   interview question hope help spread word accomplish
0,trip    beach trip land stay tune schedul updat
0,work dddddd dayyyyy
1,cheer entertain
1,thank
0,blizzard
1,funni cartoon    nake beach  imagin woman dress hahhaha
1,thrown someth
1,welcom
0,summit want
1,still blog chat hour later  insan amount    plan
0,
0,tire today still  revis
1,work littl
0,somebodi save work  want  someon kidnap
1,next album come
0,head work hate morn
0,last  school tomorrow final   special someon  feel good
0,girl  twin work game  sorri lost
1,thank
0,hope back feel better  weekend  parti  back
1,thank honey
1,inspir thank
1,prom
0,manchest amaz true hear josh texa probabl till  next year
1,pictur wall
0,morn tweet today exam chemic indonesian shit chemic wish luck
1,love could make  veri interest even
0,still   stomach  feel good right jump shower wake though
1,till bones grey marathon
0,feel   friend
1,morn   tweetschoolonlin stuff togeth  week
0,away  look like wait
1,chanc    district competit today normal around veri excit
0,
0,note forget  take    hair
0,poor raccoon
1,worth podcast  heard  ought  five hour road trip quit nice
0,time last week danni   readi
1,love weather jess
0,great weekend friend  hard  back routin thing
1,pick ticket master  bought month  never went
1,thought give tweet updat  someth
1,mona school
0,sick work still
1,tamagotchi girl orochi year  train point uncov tamagotchi
0,follow
0,said someon  today want    summer   sinc
0,uptak
0,head hurt della
1,back edit book tweet later
1,think awesom  vote tweeterwal keep work
0,know said
1,someth  bread
1,good morn  clip
1,omgosh toni orlando show  awesom  love
1,find tomorrow
1,nice relax  dead tire goodnight
0,manchest orchestra good live minu meet sweet beard singer
1,last minut revis chem exam basic  much
1,congress graduat karen
1,everyth work  today still feel posit though chang attitud
1,fuck hate lalalala suuuuch good weekend
0,mean
1,exactli  plzzzz
0,mosquito  arriv soon
0,want water hurt stand
1,long beach cousin knew good place everyth sinc  pale comparison
0,hard time  haha
0,haha  start  paid weekli excus
1,without
1,alway
1,math exam today  hour pain math     fail time need break miracl right
0,wake real  snooker hour
0,receiv unexpect  updat   tell updat  chang still trust  latitud
1,cousin funni
0,free need  updat  stay open
1,turn feel fine
1,strongli agre  smile thing smile    donald trump smile often
1,student
0,cant  work time friday
0,dont like ladi gaga sorri
1,goodnight everyon
0,dont    middl
1,watch never stop
1,untitl stole   khimjejung   spell name song believ island
1,amaz  could  stuff like  school thank
0,sigh wait leed train station lemma  home
1,retard grass hopper drink tast like dust   school
0,anyon   come round watch stardust  feel lone
0,damn  hope  tomorrow
0,back europ tomorrow friend need ridicul china gift
0,allergi realli mess  last night today   swollen think look like drug
1,still complet crack adam pascal song backyardigan
1,yeah good point
1,morn twitter land   good last class  next week class week brand
1,finish studi review
0,live sunshin littl burnt
1,love meet natali happi make regular thing tweetdeck
1,morn switzerland  feel better today hope   great   watch hous later
1,peopl express feel differ onlin offlin
0,erika exactli bring card  miss whole thing
0,head  beach summer
0,disappoint weather today
1,download safari beta  veri nervou seem work great
1,
1,would truli great
1,humid lucki cant wait rain
0,caught  even   seat radio station fill  tank  drive
1,listen  song shatter tunisia   myspace  tynishak
1,excit  moon
0,didnt  attach  time
1,readi reinvent stay tune
0,physic revis today anti climax prom
0,tonight heat
0,first made laugh made  dumb
1,mcdonald drive
0,nowher near fair citi
0,bright earli  last full   west   realli want  home
0,overtaken cheesecak brownish
1,finish work  sleep
0,chicago told come back  harold chan
1,copi  laptop
1,night
1,work enjoy rain hope everyon  great
1,extrem unhappi angri ever   home
0,headach home alon  stuff  parti
1,wait saturday night  wear dorset
0,juli  know vice left
1,haha
1,haha blank realli warm like serious  warm haha feel like someon latin besid
0,nice   read exam
1,girl
1,thank mayor mancha   soon haha dirti
1,helllll  awesom movi love
0,final singl sick doubl   dare ever punch  still
1,mike well tweet phone text iphon touch download twitter
0,pric twice wors rate today
0,work
1,happi birthday
0,time corsica pass quickli though
1,happi even friend cafã©
1,went church yesterday well natur walk church natur
0,sleepi time headach miss jessica  jessiekitti
0,point taken
0,expect
0,happi apprentic winner apprentic
0,lucki finish next week tuesday
0,back clinic laboratori scienc hate microbiolog still good morn church dummi branch
0,step forward  huge stumbl back skate wish better  could afford stuff
0,free wifi rate  awesom  windi awesom
1,good sleep well
0,back work tire hell feel cold come
1,laker cook nugget cook
0,miss  goos  much
1,goat gordon ramsay would  thai beef salad
1,cheer  look
0,
0,knowwwwww girlfriend need     back interview
1,time  goodnight
0,aaaaaa forgot  green
1,bacon friend
1,head sore  finish work late realli sunni outsid wear funki pink sunglass  happi
0,drive around randomli  lost today  flag still held   someth
1,ballet class
1,macbook ± x8bð » ¿ » ð½ð¾ñ  x82ñ x8cñ  ·° x80ñ ¶ðµð½ ð½ð¾ ±° x82ð° x80ðµð¹ðºð¸ ¿ x80ð¸  x80ð°± x82ðµ  final   ° x82ð¸ »   x82ð¾ð »  x8cðºð¾ ° ´°  x87ð° ° ¥ x82ñ ð½ð¾ñ x83ñ   ð¾ð²ñ ðµð¼ ð½ðµ  x82ð¾ñ x80ð¼ð¾ð·¸ »  xadñ x82ð¾   x80ð¾ñ x88ð¾
0,love apolog look  disappoint wonder  instead show
1,dude  need   hiddenbrook join line pool
0,love  randomli peopl find yamamoto journal
0,wish time walk london bridg  morn would stun  cyclist slow  much
1,thank
1,tonight
1,welcom
1,thank audiobook mention
0,sorri area longer colorado
1,extrem earli today  ¿ peopl miss
0,
1,break     casa preset care area   princ   sunt
0,wait play leed birthday wish  tour though
0,work time  cant want till
0,biggest headach must meeegell  crust slap face twice haha
1,establish
1,home good weekend
0,even though drink think cool
1,someon mention  googl analyt make smile
1,love thank
1,everyday
1,like laugh good time follow simpl
0,wish  back work tomorrow
1,venetian blind  take word
0,acid  twitter chamber vega tell  bust move  hong
1,found  work woodward skate camp  summer
1,rain dont  grill word street citi heheheh love
0,realli dont   leav florida beauti peopl  absolut amaz
1,bigger  actor never everi hear
0,take beyond  come  either realli want   last  hous
1,friend came creat someth  later twittervil
0,mayb       today   fire alarm  tire    stair stay
0,want grill chicken salad much
0,headach
1,tell
0,love  project
0,hungri hour left lunch
1,confus okay
1,last began twitter
0,slept well weekend much mind guess
1,haha awesom love book pure geniu
0,damn dummi  camp
1,play splinter cell doubl agent
0,domingo night bore
0,mayb princess hour  back went miss
1,walshyyi  twitter
1,twitter happi forgot send last  privat leigh
1,pleas read
0,stomach give hard time right bend
1,come  argentina
0,alway turn overtim
1,sure thing
0,finish  english compar still homework complet
0,king  awesom almost broke thumb
1,cool thought might want
1,lucki nurs friend kate keep check everi hour even   away make feel better
1,quantum leap
0,last meal contest also  ultimatefoodi contributor encourag respond    card
1,
1,anon dead cute although think   confid semi final imagin
1,carnavilist  wood made word
0,tomato soup tast like  pepper
0,went couldnt find
1,soon cute
0,take shower damn weekend
1,limit stori  tell annoy  iamsoannoyed  help reliev stress
1,updat
1,hammer   coffe tonight look nice
0,super jealou want
1,english  last
1,watch  text
0,give  back  becaus miss  purebr golden retriev puppi
0,carson tonight harden solo tyler learn  song throughout
1,know prosper
0,miss
0,know life fill disappoint think fair share honestli veri sick disappoint
1,imposs quiz take long load updat
1,alway
0,well final move broadband home though
0,lmaz suck bare   thing text  blip song
0,sweet dear macabroso miss
1,pleas
1,watch
0,miss befriend timo spent time today aaahhhh
1,seen tweet last night  denver
1,thank follow
0,think weird
0,hour half  sleep noth  work  alreadi earli  night
1,email least  contact roger dude info link  super fast repli email
0,breakfast  last
1,still playschool love playschool  littl
1,alreadi watch video
0,extra super late   confer free  teacher  actual thing start tomorrow could
0,want call
1,help move furnitur sister  daycar
1,hope feel better
0,whoever keep serious need stop   life  delet
1,back soccer  never late know time meet outsid step
0,foot pound  burn neck kill back hurt summit   make deadlin  danni  vote
1,woke   shop minut  readi breakfast show center
0,cant vote cant open dang site
0,bore offic usual hope  come tomorrow
1,dont want kill haha
1,echo
1,shoe bought london
1,loveee   breakfast    mimic soon tiredddd miss afeee love
0,mike decid  like twitter
0,still domest goddess cloth wash pack check hover check wash check  floor
1,movi award
0,head home miss alreadi braintre
0,agre work  gorgeou
0,still   hear left
0,tonight without
0,guilti pleasur consol wake tomorrow
0,work freelanc
1,learn better
0,sweet hobbi cambria well home alon tonight
0,realli  sinc peopl check
0,watch hill  lauren last show
0,germani  home miss  sami   chief meet
1,good
1,speed woman  doubl whilst    starbuck
1,home aloneeeeeeeeeeee spooki haha blast music wait sarah wake stand booti
0,suppos upsid smile
1,note stay home
1,moon trailer  speech  amazinggggg
0,great twitterfon  advert coldplay advert
1,cours
1,throw zyrtec
0,croatia szombath jazz camp start tomorrow
1,super nervou chiodo contest hope
1,vote
1,incred sunday afternoon  readi church tonight
0,heard fine long make documentari cant wait chri come back
0,addict know slow someon
1,well good thing worri wish could make
1,true best dream
1,watch slumdog millionair miss cinema  mark excel film
1,give idea earli   week sleep till sound like heaven
1,chines food mmmm
0,beech stupid  habit need sleep cant
0,suck
1,night call good never fight  sweet dream
1,stuck work  realli feel like anyth guess  stuck read meaningless tweet
0,feel like shit becaus alcohol becaus much food girl night food hangov suck    hour
1,
0,summit
1,make sure  word  ball underbelli  suck ball gave
1,sebastian vettel  rosberg  talent cool congratul
0,noth like breakfast   sick
1,overrun phone still  strong  chuck episod today yeah
1,herree
1,imagin trout bite
1,serious drunk
1,leicest squar caus   clapham
1,came food think might lunch
1,holi crap exhaust test   wolverin later
1,
1,real peac
1,happi mother  leigh
1,babysit sick joey attend seminar time comput joey later  scrambl
0,heard sale live
0,anyon  issu
0,still glass head crash
0,tutor   pull skirt properli
1,hous back   afternoon great weekend
1,shutout today  follow thank follow
1,thank rediscov daft punk aliv realli enjoy whilst number launch
1,right zhang  confus becaus last name
0,summit click link stori made
1,pretti cool   alway talk funni shit danc macarena
0,drop phone    realli stuck phone coupl  damn
1,love cloudi
1,damn lost game  struck time  compani seem alreadi though
1,realiz follow    right follow
1,awesom
1,coilhous print  look great issu juli excit page  look cool
1,tiffani   never  pancak smell like heaven must look like
1,home long great  bout shower kick   cellular
1,feel special  probabl read homework school tomorrow
0,nigra   chick talk anyway feel like assshooollllee
1,sushi miss  roll  carpet
1,freedom choic  find coda perfect
0,michel trachtenberg could make terrifi getoutgetoutgetougetooooouuuuuuuuuuuuutttttttt
0,great time last even still  chore feel good today either
1,start plan phase   secret  project info come
0,weeeell sure   slight possibl scam
0,headach voodoo worth haha
1,remind  morn   yard sale  humour
0,offici apart   move anoth week caus truck need  brake
1,haha reason  love  tweet today constantli sound like  stalk
0,damn forgot today  miss work hope someon record
1,still need  requiem dream realli    jare   film took look amaz
0,earth suck recognis true great fishfing sandwich alway piti
1,email round   anoth blog entri workload manag polici  format part
